resolution,time,axisTau,dt,cycle,C-norm2,H-norm2,M-norm2,Z-norm2,axisKret,axisLapse,max_abs_K,maxAbsKret,maxRefLev,nmb_total,C-Linf,C-rho,C-z,H-Linf,H-rho,H-z,M-Linf,M-rho,M-z,Z-Linf,Z-rho,Z-z
n256,4.627571133597653,2.850809299984071,0.006703861288849995,768.0,0.00021066539279292825,8.831415344371941e-05,4.266238050857336e-05,1.5910688953460276e-05,0.0004907854329224193,0.6156680441507113,0.6981663070039696,0.2681227945180256,4.0,206.0,0.0012806110045569708,5.25,0.0,0.0012620060071248955,0.0,1.3125,0.0004429473699462255,4.0,0.0,0.00020885165024583731,7.0,0.0
n256,4.654379250402683,2.867313302707329,0.006700987032852641,772.0,0.0002115568486630828,8.867298051276275e-05,4.2690297995392305e-05,1.597484906472242e-05,0.0004723119294746853,0.615600310270731,0.7030255949619972,0.26216579285010544,4.0,206.0,0.0013285480147384229,0.0,0.0,0.0013285466722482587,0.0,0.0,0.00044283518912959093,4.0,0.0,0.0002138616391565824,7.0,0.0
n256,4.681177012334885,2.8838090521328454,0.00669856969971308,776.0,0.0002125449653929303,8.908169411251826e-05,4.2725211121163474e-05,1.6046963839852825e-05,0.00046402890498881925,0.6155278103978833,0.7079479415149564,0.25579329164962294,4.0,206.0,0.0015507458627449738,0.0,0.0,0.0015507332502864583,0.0,0.0,0.00044063655898338947,4.0,0.0,0.00021542153905141614,7.0,0.0
n256,4.707966248335097,2.9002975445084123,0.006696609789591869,780.0,0.0002136083800365565,8.951961113351518e-05,4.2769194493225836e-05,1.6125978365242983e-05,0.0004653969088865287,0.6154503027944628,0.7129334703380568,0.25170613082845317,4.0,206.0,0.001546937056551658,0.0,-0.1875,0.0015469082237683318,0.0,-0.1875,0.0004364295075459528,4.0,0.0,0.0002138753239133246,7.0,0.0
n256,4.734748789360874,2.916779770499257,0.0066951078101539175,784.0,0.00021471824107388522,8.995870890511595e-05,4.2824334693204136e-05,1.6210763747937705e-05,0.0004752791013980439,0.6153675410405722,0.7179823378203081,0.24796313417938146,4.0,206.0,0.0014604061787946764,5.25,0.0,0.0014565364913172922,0.0,-0.625,0.0004303034094717182,4.0,0.0,0.0002174458447710282,5.1875,-0.0625
n256,4.7615260421628,2.9332564527664546,0.006693638010113845,788.0,0.00021585545320111548,9.038115840021196e-05,4.289241877605163e-05,1.6300132284977792e-05,0.0004919687468010591,0.615279275461274,0.7230946520612472,0.24378894539911625,4.0,206.0,0.0015093209826123333,5.25,0.0,0.0013701902381366119,0.0,0.875,0.00043565816442692933,3.9375,0.0,0.0002241486533098454,5.1875,-0.0625
n256,4.788291803932794,2.9497236256642707,0.0066901775765361975,792.0,0.0002170162425849492,9.078523505574903e-05,4.297474150086036e-05,1.6392828527600214e-05,0.0005129763039392451,0.6151852795366858,0.7282690706828879,0.23919889693212895,4.0,206.0,0.0015599177474074613,5.25,0.0,0.0012890045877527489,0.0,-1.0625,0.0004401147784483241,3.9375,0.0,0.00023111639650090312,5.1875,-0.0625
n256,4.8150448381619935,2.966180374107227,0.0066871629136356124,796.0,0.0002182077325658366,9.118032299100537e-05,4.3072348932163135e-05,1.6487585977221674e-05,0.0005351484298394221,0.6150853101577247,0.7335051864062873,0.2342081672179862,4.0,206.0,0.001612243779801751,5.25,0.0,0.0012156715448235459,0.0,-1.1875,0.0004424202721482631,3.9375,0.0,0.00023835506910624066,5.1875,-0.0625
n256,4.841786929790665,2.982627635200247,0.006684594763581463,800.0,0.0002194392149350943,9.157777638048526e-05,4.31864362980498e-05,1.658313960209558e-05,0.0005552789068196864,0.6149791104017216,0.7388031991435019,0.23014938963537696,4.0,206.0,0.0016663527399494054,5.25,0.0,0.0011426671409672281,0.0,1.3125,0.0004426206091611637,3.9375,0.0,0.00024586267041390057,5.1875,-0.0625
n256,4.8685198667189,2.999066340593446,0.006682473866092702,804.0,0.0002207158832752456,9.198449713617826e-05,4.331850668487424e-05,1.667823836217938e-05,0.0005709180820538012,0.6148664192634453,0.7441633430861856,0.22754008999698258,4.0,206.0,0.0017223006720448776,5.25,0.0,0.001074782171989853,0.0,1.4375,0.0004407750417185556,3.9375,0.0,0.0002536297450068941,5.1875,-0.0625
n256,4.895245439818326,3.015497416323574,0.006680800967003616,808.0,0.0002220369344026141,9.240119100043483e-05,4.3470092838890495e-05,1.677167982940965e-05,0.0005809290609659575,0.614746971853047,0.7495858862322937,0.22452222410603118,4.0,206.0,0.001780147208445877,5.25,0.0,0.0010127547774433294,0.0,-1.5625,0.00045701165300208736,5.0625,0.0,0.0002616430652058656,5.1875,-0.0625
n256,4.921965442977319,3.0319217826778613,0.006679576826525842,812.0,0.00022339667516590295,9.282378602295922e-05,4.364229066996366e-05,1.6862351362781036e-05,0.0005855312316014556,0.6146204996833607,0.7550711297583957,0.22110605718225762,4.0,206.0,0.001839956127909022,5.25,0.0,0.0009543661560395743,0.0,1.6875,0.00047534439212772097,5.0625,0.0,0.0002698907906470016,5.1875,-0.0625
n256,4.948678979217065,3.048338698678207,0.006677197722617463,816.0,0.00022478686265606443,9.324588862425691e-05,4.3835554937315795e-05,1.6949264265561843e-05,0.0005859027435699243,0.614486744893296,0.7606188446223994,0.21730264682340245,4.0,206.0,0.0019017887306562807,5.25,0.0,0.0009124162496387533,3.875,0.0,0.0004943626154604381,5.0625,0.0,0.0002783667645160814,5.1875,-0.0625
n256,4.975379732606974,3.064744087843637,0.00667403728685684,820.0,0.00022619936287814773,9.366110081543962e-05,4.404996913717464e-05,1.703158651864404e-05,0.0005836140801232707,0.6143454793744074,0.7662276622960975,0.21312452811398683,4.0,206.0,0.0019656950824576136,5.25,0.0,0.000911991945744553,3.875,0.0,0.0005140811000375339,5.0625,0.0,0.000287073061124934,5.1875,-0.0625
n256,5.00206893642501,3.0811385072895017,0.006671313837081638,824.0,0.00022762922245505348,9.406495772276271e-05,4.4285878840617956e-05,1.7108713515632848e-05,0.0005801483585719436,0.6141964392150283,0.7718977797726829,0.21029344811445216,4.0,206.0,0.002031742913086908,5.25,0.0,0.0009069100126192359,3.875,0.0,0.0005345195541949428,5.0625,0.0,0.00029602491428393126,5.1875,0.0625
n256,5.028748340965103,3.097522824277775,0.006669028313421787,828.0,0.00022907557843278593,9.445572004890828e-05,4.4544143837403846e-05,1.7180256606492933e-05,0.0005766393313152825,0.6140393568392158,0.7776295296133134,0.20827993970458095,4.0,206.0,0.0021000009949420856,5.25,0.0,0.0008973072456636144,3.875,0.0,0.0005556982654474181,5.0625,0.0,0.000305246275533225,5.1875,0.0625
n256,5.055419700292175,3.113897900668032,0.006667181661228212,832.0,0.00023054145400547207,9.483437553670321e-05,4.4825947271854644e-05,1.724603841643847e-05,0.0005738182540236894,0.6138739640200548,0.7834232730373645,0.20588690482828934,4.0,206.0,0.0021705371669538506,5.25,0.0,0.0008875227251248924,3.8125,0.0,0.000577637987888802,5.0625,0.0,0.0003147649629970885,5.1875,0.0625
n256,5.08208477228341,3.13026459285383,0.006665774839192211,836.0,0.00023203236335494755,9.520376500068441e-05,4.513230955848632e-05,1.730608097400933e-05,0.0005720868712653819,0.6136999924314854,0.7892793988890633,0.20312201377164923,4.0,206.0,0.0022434182649194927,5.25,0.0,0.0009015153845155499,3.8125,0.0,0.0006003601845462558,5.0625,0.0,0.00032460708320348656,5.1875,0.0625
n256,5.108745299358405,3.1466237398616426,0.006664789484292897,840.0,0.00023355433739178163,9.556705850534806e-05,4.5463715670428086e-05,1.736058438149406e-05,0.0005716313570355401,0.6135171743806139,0.7951983181366448,0.19999336581560712,4.0,206.0,0.0023187106903046857,5.25,0.0,0.0009107594748433423,3.8125,0.0,0.0006238873441973836,5.0625,0.0,0.0003347922930365385,5.1875,0.0625
n256,5.135396051216899,3.162971896238448,0.00666148050814231,844.0,0.00023511181082562342,9.592602267378527e-05,4.5820049734191685e-05,1.7409890251591977e-05,0.0005725197976871434,0.6133252947935893,0.8011788926718474,0.19651046515991485,4.0,206.0,0.002396460838634858,5.25,0.0,0.0009152825294030109,3.8125,0.0,0.0006482370240200189,5.0625,0.0,0.00034532853599525794,5.1875,0.0625
n256,5.1620346373164,3.17930735528349,0.006658599728718943,848.0,0.00023670753070179323,9.628020962843414e-05,4.620111289941165e-05,1.7454479169569955e-05,0.0005747599375357184,0.6131241285017369,0.8072205873085551,0.19383683211566613,4.0,206.0,0.0024767229211240986,5.25,0.0,0.0009151491025819747,3.8125,0.0,0.0006734308301417155,5.0625,0.0,0.00035621610906582963,5.1875,0.0625
n256,5.188662773212721,3.1956309228464304,0.006656148253661718,852.0,0.00023834340643352233,9.662733868610705e-05,4.660713088832043e-05,1.7494946843170114e-05,0.0005783210674154887,0.6129134262017759,0.8133237936494275,0.19234288149702405,4.0,206.0,0.002559565104684508,5.25,0.0,0.000910453111428372,3.8125,0.0,0.000699496911767412,5.0625,0.0,0.0003674514939193976,5.1875,0.0625
n256,5.2152821789013855,3.211943400149327,0.00665412719528136,856.0,0.0002400219927736688,9.696477085383985e-05,4.7038958663172425e-05,1.7531976357934692e-05,0.0005831328077447888,0.6126929426905863,0.819488922484795,0.19049365313608396,4.0,206.0,0.0026450585297068813,5.25,0.0,0.0009013145013391233,3.8125,0.0,0.0007264672649862346,5.0625,0.0,0.00037903043470343425,5.1875,0.0625
n256,5.241894578856314,3.2282455838367343,0.006652537678532606,860.0,0.0002417481426255646,9.729128281556345e-05,4.7498012530233495e-05,1.756632254143269e-05,0.000589078776111828,0.6124624377171618,0.8257164018396166,0.18829473638310462,4.0,206.0,0.002733277212928201,5.25,0.0,0.0008902134790066685,3.75,0.0,0.0007543784738494127,5.0625,0.0,0.00039095253996805976,5.1875,0.0625
n256,5.268501702099778,3.2445382660634983,0.006651380848729508,864.0,0.00024352964247800182,9.760801800888632e-05,4.7985988385771254e-05,1.7598800348388542e-05,0.0005959978200470932,0.612221676890744,0.8320066750151265,0.18575215905951462,4.0,206.0,0.002824297579612382,5.25,0.0,0.0009041501660169982,3.75,0.0,0.0007832721999776691,5.0625,0.0,0.00040322446306077526,5.1875,0.0625
n256,5.2951034289502195,3.2608211004246224,0.006649388583042011,868.0,0.00024537643557569585,9.791814372439218e-05,4.850453597423778e-05,1.7630269606626336e-05,0.0006036969095777001,0.6119704505225173,0.8383597537981876,0.18287262291333278,4.0,206.0,0.002918191222669924,5.25,0.0,0.0009134464561823125,3.75,0.0,0.0008131932062254872,5.0625,0.0,0.00041585993184521045,5.1875,0.0625
n256,5.321693256178299,3.2770898304670104,0.0066463503218720955,872.0,0.0002472988239869668,9.822553527103099e-05,4.905501925101004e-05,1.7661614866059705e-05,0.0006119727046629486,0.6117086240045301,0.8447740947429083,0.179798712527854,4.0,206.0,0.0030150065984067475,5.25,0.0,0.0009181108136296495,3.75,0.0,0.0008441833670950528,5.0625,0.0,0.00042887598534336024,5.1875,0.0625
n256,5.348271983138957,3.293344666901932,0.006643733327423677,876.0,0.0002493070486277196,9.853353919780098e-05,4.963886334238152e-05,1.7693742305806173e-05,0.0006206420167843463,0.6114360090313418,0.8512498711591334,0.1787604049702876,4.0,206.0,0.003114817248644716,5.25,0.0,0.0009181814150333312,3.75,0.0,0.0008762964904637911,5.0625,0.0,0.0004422965032556901,5.1875,0.0625
n256,5.374841298021763,3.3095863585252037,0.00664153884978345,880.0,0.0002514101549828255,9.884399983722922e-05,5.0257670255873566e-05,1.7727552890176203e-05,0.0006295620806613667,0.611152419776531,0.857787473229366,0.17738789910904046,4.0,206.0,0.003217700712483096,5.25,0.0,0.0009137446897348883,3.75,0.0,0.00090959089171378,5.0625,0.0,0.0004561459056961849,5.1875,0.0625
n256,5.401402894044159,3.3258156513222756,0.006639768151010993,884.0,0.00025361588157610173,9.915702182492015e-05,5.0913430345308954e-05,1.776392270503293e-05,0.0006386426211875401,0.6108576822469868,0.8643872959844138,0.17568506968443626,4.0,206.0,0.003323735672899806,5.25,0.0,0.0009049229993999125,3.75,0.0,0.0009441276164364787,5.0625,0.0,0.0004704459539061622,5.1875,0.0625
n256,5.42795846951836,3.342033288727826,0.006638422512710375,888.0,0.0002559310257895824,9.947127761296033e-05,5.160861904092278e-05,1.780368825910057e-05,0.0006478477283253133,0.6105516355292971,0.8710497372220964,0.17365622493125615,4.0,206.0,0.0034330022158250597,5.25,0.0,0.0008929639559719371,3.6875,0.0,0.000979969730346449,5.0625,0.0,0.00048521436675126605,5.1875,-0.0625
n256,5.454509727947924,3.358240011933421,0.006637503243357134,892.0,0.0002583620518038527,9.978472164989569e-05,5.234610636034445e-05,1.784763798525397e-05,0.0006571895502811235,0.6102341330999189,0.8777751953424903,0.17130612943208104,4.0,206.0,0.0035455820005491894,5.25,0.0,0.0009067449847682263,3.6875,0.0,0.0010171817849937252,5.0625,0.0,0.0005004650242522268,5.1875,-0.0625
n256,5.481052325841665,3.3744328689102088,0.006634483755150717,896.0,0.0002609151734486422,0.00010009544601372753,5.3128733955125866e-05,1.7896494900241244e-05,0.000666715550032491,0.6099051205540486,0.8845625121490437,0.16864067089169005,4.0,206.0,0.00366153142841038,5.25,0.0,0.0009159577405432051,3.6875,0.0,0.0010558205132219526,5.0625,0.0,0.000516205766102943,5.1875,-0.0625
n256,5.507583179027027,3.390609678700166,0.006631702816736711,900.0,0.0002635976672428302,0.00010040273117851657,5.395923381535341e-05,1.7950924264187086e-05,0.0006764999474565573,0.6095645550323447,0.8914107922805217,0.16693921133672396,4.0,206.0,0.003780910833624164,5.25,0.0,0.0009206327371125145,3.6875,0.0,0.0010959441314927515,5.0625,0.0,0.0005324443626018736,5.1875,-0.0625
n256,5.534103945648376,3.406771152150177,0.006629336924555061,904.0,0.0002664187323382946,0.00010070767735348826,5.484021743730408e-05,1.8011541849814577e-05,0.0006866355318859768,0.6092123570498137,0.8983203276723977,0.16598668913255796,4.0,206.0,0.0039038012587556243,5.25,0.0,0.000920819757857419,3.6875,0.0,0.001137618021438845,5.0625,0.0,0.0005491926902908345,5.1875,-0.0625
n256,5.560616289310835,3.422918000221655,0.006627387448538383,908.0,0.0002693890569846536,0.0001010130807742992,5.577409778898615e-05,1.807890648296496e-05,0.0006972250604239242,0.6088484676018333,0.9052914010194587,0.1647213109855645,4.0,206.0,0.0040302843402624175,5.25,0.0,0.0009165947412955594,3.6875,0.0,0.0011809081097508708,5.0625,0.0,0.0005664651899163377,5.1875,-0.0625
n256,5.587121879143244,3.4390509344706643,0.006625855777127251,912.0,0.00027252027960751504,0.00010132270283710066,5.676327922833927e-05,1.8153518497245658e-05,0.0007083763854495766,0.6084728497215552,0.9123242833229819,0.1631459174730442,4.0,206.0,0.004160442005357753,5.25,0.0,0.000908059030631625,3.6875,0.0,0.0012258807098740928,5.0625,0.0,0.0005842790972533014,5.1875,-0.0625
n256,5.61362238989029,3.4551706675855236,0.006624743324485448,916.0,0.0002758242447776386,0.00010164031256647158,5.781036397571719e-05,1.8235819113259372e-05,0.0007201988445243639,0.608085490106419,0.9194192313871902,0.16126378761953647,4.0,206.0,0.004294356222532335,5.25,0.0,0.0008954770575730214,3.625,0.0,0.0012726023256807847,5.0625,0.0,0.0006026539039179154,5.1875,-0.0625
n256,5.6401179292936385,3.471276958251618,0.0066229322250098985,920.0,0.00027931227315489333,0.00010196901548480258,5.891819922910025e-05,1.832618664581576e-05,0.0007327995143665442,0.6076864248538437,0.9265760585690698,0.15907880185061918,4.0,206.0,0.004432100504640375,5.25,0.0,0.0009090637612989699,3.625,0.0,0.0013211365308027725,5.0625,0.0,0.000621609257580711,5.1875,-0.0625
n256,5.666602173405433,3.4873656607440227,0.006619989201428169,924.0,0.00028299430430845404,0.00010231109338893602,6.008960326688081e-05,1.8424917303849238e-05,0.000746277804934375,0.6072758211939134,0.9337927821118285,0.156596038079798,4.0,206.0,0.0045737121575561155,5.25,0.0,0.000918183141465842,3.625,0.0,0.0013715338856598695,5.0625,0.0,0.0006411601660978864,5.1875,-0.0625
n256,5.693075664607002,3.5034368092613324,0.0066174540316787595,928.0,0.0002868807988076796,0.00010266841853091453,6.132779452906438e-05,1.85322752044991e-05,0.0007607296152063103,0.6068537784260558,0.9410692152719846,0.15592419956968084,4.0,206.0,0.004719261260569711,5.25,0.0,0.0009228503740974919,3.625,0.0,0.0014238564953008917,5.0625,0.0,0.0006613258762287889,5.1875,-0.0625
n256,5.719540037929279,3.519491103356756,0.006615328163733089,932.0,0.0002909825837252534,0.00010304260833988817,6.26364281870996e-05,1.864848211117678e-05,0.0007762436703140985,0.6064204104061064,0.948405438740416,0.15504622207287266,4.0,206.0,0.004868822433365695,5.25,0.0,0.0009231090907401429,3.625,0.0,0.001478168819011006,5.0625,0.0,0.0006821259250032603,5.1875,-0.0625
n256,5.745996934236499,3.5355292477720344,0.006613613063034752,936.0,0.00029531072485235903,0.00010343495950364422,6.401958312686174e-05,1.877371924351916e-05,0.0007929005990639,0.6059758635415822,0.955801505571425,0.1538730591102918,4.0,206.0,0.0050224689097111185,5.25,0.0,0.0009190291395523714,3.625,0.0,0.001534535934049387,5.0625,0.0,0.0007035795954153479,5.1875,-0.0625
n256,5.772448000314038,3.5515519532518716,0.006612310219657425,940.0,0.00029987655869013216,0.00010384622425529852,6.548197867394372e-05,1.890813384787472e-05,0.0008107734131977962,0.6055203187227999,0.9632574382821371,0.15240668920830502,4.0,206.0,0.0051802721371914,5.25,0.0,0.0009107050976762676,3.625,0.0,0.0015930230532284811,5.0625,0.0,0.0007257061778486301,5.1875,0.0625
n256,5.798894888984405,3.5675599374278777,0.006611421155265912,944.0,0.00030469172542591633,0.00010427637157473527,6.702920049478749e-05,1.905184795027716e-05,0.0008299287674944601,0.6050539933152386,0.9707732258367662,0.15064952984819993,4.0,206.0,0.005342301354117818,5.25,0.0,0.0008982548330139228,3.625,0.0,0.0016536950743424577,5.0625,0.0,0.0007485253547086687,5.1875,0.0625
n256,5.8253335364210965,3.5835504658825528,0.006608529074061307,948.0,0.0003097669845126747,0.00010472427107611724,6.866744667371432e-05,1.920493435881886e-05,0.0008504242079377906,0.6045772475241579,0.9783471745668499,0.14860493756441379,4.0,206.0,0.005508586661007378,5.25,0.0,0.0009111776265758736,3.5625,0.0,0.0017166034131424611,5.0625,0.0,0.0007720525492977447,5.1875,0.0625
n256,5.851760768933486,3.5995213581012084,0.006605825751045231,952.0,0.0003151130926549628,0.00010518762445362689,7.040379872949487e-05,1.9367457204366976e-05,0.0008723144650987534,0.604090474442561,0.9859777552923337,0.14695843584606982,4.0,206.0,0.005679157068578942,5.25,0.0,0.0009201602090729566,3.5625,0.0,0.0017818017826424853,5.0625,0.0,0.0007963046113264365,5.1875,0.0625
n256,5.878178193373579,3.6154733350455843,0.0066035247042059535,956.0,0.00032074151257761375,0.00010566306176206991,7.224628169677411e-05,1.953950740690684e-05,0.0008956574734423444,0.6035940259078608,0.9936647473297803,0.1464247127411952,4.0,206.0,0.00585406694399757,5.25,0.0,0.0009247768148281099,3.5625,0.0,0.0018493584563895268,5.0625,0.0,0.0008213036126866772,5.1875,0.0625
n256,5.904587422629553,3.6314071291072327,0.006601627449498098,960.0,0.0003266637511604091,0.00010614651387870785,7.420329890853595e-05,1.9721183559302442e-05,0.000920513364043458,0.6030882976963309,1.0014078835461286,0.14560975592399258,4.0,206.0,0.006033366960554249,5.25,0.0,0.0009250649593862542,3.5625,0.0,0.0019193467831269172,5.0625,0.0,0.000847072603639531,5.1875,0.0625
n256,5.930990075711357,3.647323485228263,0.006600135526936503,964.0,0.0003328919528061188,0.00010663405241069237,7.628335959222328e-05,1.9912596469082664e-05,0.0009469466571758937,0.6025737315086633,1.0092068465455835,0.14451439700544932,4.0,206.0,0.006217103945701193,5.25,0.0,0.0009210866762051767,3.5625,0.0,0.0019918457321152026,5.0625,0.0,0.0008736355293746509,5.1875,0.0625
n256,5.957387777864403,3.6632231620955205,0.006599050507559003,968.0,0.0003394395945854909,0.00010712273429786464,7.849490122218395e-05,2.01138735384998e-05,0.0009750282293638248,0.6020508169490907,1.0170612646539205,0.14313987833919184,4.0,206.0,0.006405320738782931,5.25,0.0,0.0009129274079471145,3.5625,0.0,0.00206694005820193,5.0625,0.0,0.0009010172777485525,5.1875,0.0625
n256,5.983780566637001,3.679105974541224,0.006597252486091358,972.0,0.00034632150789476034,0.000107611051255096,8.08460807897027e-05,2.032514991937276e-05,0.001004835150578137,0.6015201257611662,1.0249702283639144,0.14148798887665426,4.0,206.0,0.006598044322360527,5.25,0.0,0.0009006956810692496,3.5625,0.0,0.0021447155011092797,5.0625,0.0,0.0009292419934178286,5.1875,0.0625
n256,6.0101622721020025,3.694968022665641,0.006594379999836504,976.0,0.00035355258531945125,0.0001080988817745858,8.334431538928138e-05,2.0546530900444926e-05,0.0010364458199801014,0.6009824105965303,1.032930870719621,0.1395615366804481,4.0,206.0,0.0067952494904443255,5.25,0.0,0.0009131543669128189,3.5,0.0,0.0022252433074829653,5.0625,0.0,0.0009583276071360059,5.1875,0.0625
n256,6.036533475169556,3.710809490810906,0.006591902724681613,980.0,0.00036115107744372557,0.00010858751521395899,8.599752802587786e-05,2.0778201722944013e-05,0.0010699556589757618,0.6004383449260454,1.0409422502684769,0.13869177186346127,4.0,206.0,0.006996953737421453,5.25,0.0,0.0009219784320433771,3.5,0.0,0.0023086176599521084,5.0625,0.0,0.0009882996366937173,5.1875,0.0625
n256,6.062895760543545,3.726631183224951,0.0065898222069828176,984.0,0.00036913718329541136,0.0001090792879290631,8.8813835939013e-05,2.1020392762272025e-05,0.0011054723132388905,0.5998886359832432,1.0490036537885998,0.13819702107496878,4.0,206.0,0.007203177603285493,5.25,0.0,0.0009265150352650298,3.5,0.0,0.002394939151322199,5.0625,0.0,0.0010191854399221008,5.1875,0.0625
n256,6.089250719171119,3.742433924822189,0.0065881400171076965,988.0,0.00037753268633608495,0.00010957730712330801,9.180156634670664e-05,2.1273377272423803e-05,0.0011431151464713829,0.5993340461031281,1.0571142943908252,0.13743410999721578,4.0,206.0,0.00741393730890132,5.25,0.0,0.000926795127368138,3.5,0.0,0.0024843108217018116,5.0625,0.0,0.001051013158218737,5.1875,0.0625
n256,6.115599948356107,3.758218562632671,0.006586857756364477,992.0,0.0003863608639453113,0.00011008512390641913,9.496945273381518e-05,2.1537475861268417e-05,0.001183015639938622,0.598775393999296,1.0652733077493868,0.13640322976011376,4.0,206.0,0.007629244383174475,5.25,0.0,0.0009228734213505008,3.5,0.0,0.002576837175516033,5.0625,0.0,0.001083811693635036,5.1875,0.0625
n256,6.14194505189973,3.7739859673088723,0.00658597706375699,996.0,0.000395646303992049,0.00011060630565141592,9.83268505183215e-05,2.1813058952386673e-05,0.001225317646151623,0.5982135558623549,1.0734797486365448,0.13510497727577206,4.0,206.0,0.007849105044364693,5.25,0.0,0.0009148275785307997,3.5,0.0,0.0026726234597907786,5.0625,0.0,0.001117610642046023,5.1875,0.0625
n256,6.1682816114651455,3.789733431574865,0.006583028054631142,1000.0,0.00040541227274808677,0.0001111438274099944,0.00010188303244373578,2.2100479105944725e-05,0.0012701669678072164,0.5976495955291122,1.0817306938033941,0.13354077323001956,4.0,206.0,0.008073467407889823,5.25,0.0,0.000902760460249008,3.5,0.0,0.002771752299973732,5.0625,0.0,0.0011524321096857781,5.1875,0.0625
n256,6.194606958309193,3.8054593291348535,0.006580370505191872,1004.0,0.0004156829445184746,0.00011169978034697865,0.00010564823848248757,2.2400145108145073e-05,0.0013177226945941885,0.5970845990882727,1.0900236427300118,0.13172421658796535,4.0,206.0,0.008302283349369345,5.25,0.0,0.000915093941330769,3.4375,0.0,0.002874310365584016,5.0625,0.0,0.0011883001635572248,5.1875,0.0625
n256,6.220922648432796,3.8211645877479357,0.00657810254324676,1008.0,0.00042648435546051067,0.00011227513544883954,0.0001096342081762964,2.2712552179245374e-05,0.0013681627603467869,0.5965196196759194,1.0983573191713274,0.13151682272297702,4.0,206.0,0.008535530751662555,5.25,0.0,0.0009237318053405968,3.4375,0.0,0.0029803996585692914,5.0625,0.0,0.0012252446617421074,5.1875,0.0625
n256,6.2472302441422345,3.8368501647599627,0.006576225754791941,1012.0,0.0004378428714203042,0.00011286958824605352,0.00011385366923790028,2.303823570785501e-05,0.0014216774604404558,0.5959557669441589,1.106730359094488,0.13105303006615712,4.0,206.0,0.008773176983455613,5.25,0.0,0.0009281558778370391,3.4375,0.0,0.003090122880920035,5.0625,0.0,0.0012632960041192337,5.1875,0.0625
n256,6.273531314163768,3.85251704860333,0.006574741757086913,1016.0,0.0004497852850803004,0.00011348175584223341,0.00011832025284458822,2.3377770559584e-05,0.0014784696341243475,0.5953942064160433,1.1151413088433388,0.1303320832475465,4.0,206.0,0.009015177114574866,5.25,0.0,0.0009283928669292923,3.4375,0.0,0.003203584044465825,5.0625,0.0,0.0013024852936432943,5.1875,0.0625
n256,6.299827433785929,3.868166260305973,0.00657365220554292,1020.0,0.0004623391135928953,0.00011410963563794926,0.00012304833596817202,2.373177373913262e-05,0.001538754960549791,0.5948361584084444,1.1235886231334877,0.12935359804851485,4.0,206.0,0.009261472170975445,5.25,0.0,0.0009244920836125187,3.4375,0.0,0.003320889244660577,5.0625,0.0,0.0013428445835412149,5.1875,-0.0625
n256,6.326118188818475,3.883797668684719,0.006571659030648931,1024.0,0.00047553140558526585,0.00011475123064261627,0.00012805181115589257,2.4100882137467327e-05,0.0016027573772496395,0.5942829382684492,1.1320700173528364,0.1281176964506534,4.0,206.0,0.009511968431888873,5.25,0.0,0.0009165250861251223,3.4375,0.0,0.0034421384690435995,5.0625,0.0,0.0013844039956843316,5.1875,-0.0625
n256,6.352397592747914,3.899407869918484,0.0065688138366325,1028.0,0.0004893848663640885,0.00011540530372596366,0.00013334072227705064,2.4485703097771905e-05,0.0016706985412256465,0.5937360258153023,1.1405812895601453,0.12662535778373352,4.0,206.0,0.009766499880013336,5.25,0.0,0.0009113129034789558,5.25,-0.1875,0.003567412426752186,5.0625,0.0,0.0014271856418807919,5.1875,-0.0625
n256,6.3786665710455885,3.9149976094282986,0.006566350898170414,1032.0,0.0005039298915268983,0.00011607181662519383,0.0001389290642808894,2.4887006215186396e-05,0.0017428290376845265,0.5931967986554644,1.1491203515329942,0.12547678034647602,4.0,206.0,0.010024948363983183,5.25,0.0,0.000942954833034193,5.25,-0.1875,0.00369682297840027,5.0625,0.0,0.0014712237802060747,5.1875,-0.0625
n256,6.404926656717232,3.9305680276986306,0.006564271812395288,1036.0,0.0005192001394266303,0.00011675192577156797,0.0001448319715791249,2.5305655745558997e-05,0.0018194155403694488,0.592666663439195,1.1576852072683645,0.1252832418701641,4.0,206.0,0.010287185479902162,5.25,0.0,0.0009746218169911225,5.25,0.1875,0.0038304661074875517,5.0625,0.0,0.00151655471570894,5.1875,-0.0625
n256,6.431179389238281,3.946120303795816,0.006562578209798831,1040.0,0.0005352323121199559,0.00011744816044751043,0.00015106538494127306,2.5742620492548244e-05,0.0019007402981324848,0.5921470644871266,1.1662737532473186,0.12484303956516833,4.0,206.0,0.010553066565435263,5.25,0.0,0.001006136789215878,5.25,0.1875,0.003968418639836843,5.0625,0.0,0.0015632160679992235,5.1875,-0.0625
n256,6.457426314704859,3.9616556564160454,0.006561271761209196,1044.0,0.0005520666980322745,0.00011816453871063626,0.0001576463341456301,2.6198993471299356e-05,0.001987102174248292,0.591639479059097,1.1748837709864115,0.12415490737145578,4.0,206.0,0.010822433531375105,5.25,0.0,0.001037446913786516,5.25,0.1875,0.004110754755135838,5.0625,0.0,0.0016112479813149695,5.1875,-0.0625
